,Type,Score,prop.spp.IndicatorClass_DOC_high,prop.spp.Trophic.I,prop.spp.BCG3,prop.spp.ZHR
206PS0165_7.10.12_1,str,0.784412734,1.325141025,0.853681377,0.76295568,0.195872853
206PS0230_6.5.13_1,str,0.78772259,2.273590366,0,0.877299996,0
206R00155_5.16.12_1,str,0.501407973,0.962168763,0.356450454,0.687012675,0
206R00215_5.23.12_1,str,0.787788485,1.86266644,0.416642669,0.871844831,0
206R00551_4.30.14_1,str,0.670163773,1.470503539,0.837872463,0.372279091,0
206R00727_5.13.13_1,str,0.721594973,2.045518605,0.358134911,0.347750859,0.134975517
206R00919_5.15.14_1,str,0.509208628,1.104712283,0.409257928,0.5228643,0
206RED032_8.16.11_1,str,0.942844168,1.949993659,0.450424507,1.370958504,0
206SAL050_8.9.11_1,str,0.704337842,1.470503539,0.962661979,0.384185853,0
206SON019_9.14.11_1,str,1.044567006,2.661477235,0.546626969,0.97016382,0
206SON050_9.12.11_1,str,0.742141609,1.221872048,0.940422474,0.806271913,0
206SON210_9.7.11_1,str,1.121995881,1.949993659,0.595203813,1.942786051,0
206TUL030_8.15.11_1,str,0.787872306,1.470503539,1.292717514,0.388268171,0
207LPC025_5.13.14_1,str,0.858689081,1.731306838,0.44670591,1.256743578,0
207PS0142_6.1.11_1,str,0.746790806,0.852206619,1.262853036,0.467274557,0.404829014
207PS0150_6.13.12_1,str,0.598057606,1.015999876,0.454519276,0.921711273,0
207PS0150_6.13.12_2,str,0.375356317,0.608416915,0.511244215,0.381764138,0
207PS0241_6.3.13_1,str,1.069565629,2.598782685,0.69239416,0.987085672,0
207R00011_5.22.12_1,str,0.598624792,0.528340657,0.818515857,0.5228643,0.524778352
207R00139_5.17.12_1,str,1.06131421,1.492058389,0.96893644,1.632984563,0.151277449
207R00139_5.17.12_2,str,0.885431886,1.213894618,1.675744926,0.652087999,0
207R00247_5.22.12_1,str,0.568865591,1.040702448,0.546626969,0.688132947,0
207R00375_5.1.13_1,str,0.626714018,1.173327953,0.789283148,0.544244971,0
207R00395_5.14.13_1,str,0.773154206,1.463884194,0.609720979,1.019011649,0
207R00503_5.2.13_1,str,0.494167777,0.966161022,0.718176397,0.292333688,0
207R00532_4.29.13_1,str,0.76145435,2.322583559,0.307730738,0.415503103,0
207R00567_4.30.13_1,str,0.533436804,1.093410879,0.433331924,0.329180578,0.277823833
207R00567_4.30.13_2,str,0.722560187,1.64868781,0.423704409,0.707595474,0.110253056
207R00631_5.16.13_1,str,0.654480176,1.337761415,0.807948446,0.472210844,0
207R00631_5.17.13_2,str,0.665369309,2.661477235,0,0,0
207R00788_5.15.13_1,str,0.521981108,0.825259374,0.753406641,0.509258419,0
207R00843_4.22.14_1,str,0.608931602,1.416062206,0.657856846,0.361807356,0
207R00843_4.22.14_2,str,0.539398943,1.130177748,0.52005877,0.507359253,0
304BEP_7.7.11_1,str,1.152204583,2.139972567,0.419632825,1.811983244,0.237229697
304BH9_7.21.11_1,str,0.67856455,1.008650346,0.920830339,0.784777515,0
304PS0006_6.17.08_1,str,1.057678027,1.448740565,0.833285338,1.786062945,0.162623258
304PS0006_6.4.08_1,str,0.728560617,1.080499605,1.160131103,0.673611761,0
304PS0006_6.4.08_2,str,1.019263739,1.827788333,0.814581365,1.434685258,0
304PS0146_6.18.12_1,str,0.752124607,1.170315558,1.078045275,0.760137596,0
304PS0146_7.11.12_1,str,1.10477546,1.913430934,1.25778919,1.247881716,0
304PS0274_6.4.14_1,str,0.820971434,1.178504104,1.538949422,0.566432211,0
304SL9_7.21.11_1,str,0.740633536,1.596605619,0.15052047,1.215408057,0
304SL9_7.21.11_2,str,0.674739695,0.90533845,0.416979776,0.841960724,0.53467983
304SOU_7.6.11_1,str,0.768581945,1.114415819,0.961483083,0.998428877,0
304ZAY_7.7.11_1,str,0.750398562,0.52024055,1.256808694,0.791992453,0.43255255
305COR2_7.21.11_1,str,0.73439869,1.98779674,0.256442282,0.693355741,0
305PS0034_6.17.08_1,str,0.437095143,0.825259374,0,0.601098118,0.322023079
305PS0057_6.16.09_1,str,0.670100194,1.63391793,0.877142462,0.169340385,0
305PS0061_6.17.09_1,str,0.970693024,1.396435162,0.793773912,0.872989769,0.819573253
309PS0072_6.23.10_1,str,1.016373532,2.611574068,0.391921223,0.914289779,0.147709056
309PSO_5.22.12_1,str,0.660112157,0.593467395,0.936437633,0.870390794,0.240152805
309SAT_5.23.12_1,str,0.521784583,0.529440073,0.775149152,0.782549108,0
309SET_5.31.12_1,str,1.062860815,1.137475102,1.278110537,0.780136144,1.055721479
309SET_5.31.12_2,str,1.172516808,2.129437317,0.532610893,1.184941177,0.843077845
312ORB_5.15.13_1,str,0.329479207,0.778101695,0.441998563,0.097816568,0
402M00002_8.13.15_1,str,0.869889888,1.949993659,0.89280572,0.636760173,0
403BA0047_5.15.08_1,str,0.346764276,0.668880708,0.718176397,0,0
403BA0068_5.14.08_1,str,0.748332509,1.040702448,0.364417979,0.97016382,0.618045789
403M05758_6.29.15_1,str,0.52241547,1.221872048,0.631426518,0.236363314,0
403S01784_6.9.09_1,str,0.457194021,0.37147194,0.427325815,0.529599075,0.500379256
403S03320_6.8.10_1,str,0.35761831,0.891840944,0.538632298,0,0
403S03832_6.8.09_1,str,0.713046222,1.731306838,0.223352955,0.392455419,0.505069677
403S04868_6.15.11_1,str,0.793110259,1.148626312,0.631426518,0.582730178,0.809658028
403S05247_6.1.10_1,str,0.699977157,1.055933356,0.510174697,1.233800574,0
403S11084_6.9.10_1,str,0.284895646,0.847248896,0,0.292333688,0
403S14156_6.9.09_1,str,0.268361339,0.743358892,0,0.124071201,0.206015263
403S34646_6.25.13_1,str,0.618017644,0.744990985,0.705316855,0.720294323,0.301468415
403S39062_6.25.13_1,str,0.575430857,1.241777627,0.208321335,0.689001208,0.162623258
404BA0084_6.4.08_1,str,0.947073531,1.025617085,1.292717514,0.580137137,0.889822389
404BA0142_6.18.08_1,str,1.216526254,1.694858273,0.461596107,1.665839973,1.043810665
404BA0376_6.5.08_1,str,0.609609526,0.703996772,0.631426518,0.698185799,0.404829014
404BA0376_6.5.08_2,str,0.991393293,1.949993659,0.595203813,1.4203757,0
404BA0808_6.2.08_1,str,0.689072928,0.480222047,1.160131103,0.716659286,0.399279277
404BA0808_6.3.14_1,str,0.97136655,2.139972567,0.314724618,0.837694773,0.593074242
404M04532_7.14.15_1,str,0.728676892,1.221872048,1.05237753,0.640457989,0
404M07346_7.1.15_1,str,0.646259921,1.949993659,0.555523559,0.079522465,0
404M07349_7.15.15_1,str,0.831661159,1.470503539,1.413909781,0.442231318,0
404S00808_6.22.10_1,str,1.039657176,1.98779674,0.256442282,1.189521165,0.724868518
404S02920_5.12.09_1,str,0.637354282,0.907785311,0.552498203,0.380682841,0.708450775
404S03048_5.13.09_1,str,0.399765468,1.241777627,0.277761779,0.079522465,0
404S05992_5.12.09_1,str,0.315002622,0.668880708,0.538632298,0.052497481,0
404S08040_5.12.09_1,str,0.280589868,0,0.209816412,0.675313362,0.237229697
404S08616_5.13.09_1,str,0.999903356,0.94315357,0.753406641,0.692937817,1.610115397
404S08616_5.13.09_2,str,0.934326669,1.572918327,0.166657068,1.34723825,0.650493033
404S11880_6.7.11_1,str,0.28655853,0.561859794,0.301634087,0.28274024,0
404S11880_6.7.11_2,str,0.301938061,0.722613992,0.161021898,0.324116355,0
404S13160_6.21.10_1,str,0.621960138,0.958531074,0.48043322,0.740854181,0.308022076
404S13416_6.8.11_1,str,0.677580304,1.552222033,0.347202224,0.810896956,0
404S13672_6.8.11_1,str,0.554149118,0.610717168,0.983589413,0.3966103,0.225679591
404S14952_6.15.11_1,str,0.518611818,1.622736644,0.294635813,0.157074814,0
404S16232_6.9.11_1,str,0.516160158,0.720464533,0.409257928,0.672528995,0.262389176
404S16516_5.18.09_1,str,0.238970511,0.137975292,0.277761779,0.323313962,0.216831011
404S17016_6.5.13_1,str,0.91149221,0.780360826,1.346580744,0.592128947,0.926898322
404S17664_5.20.09_1,str,0.629892938,1.655896014,0.238756607,0.62491913,0
404S18250_6.5.13_1,str,0.36065852,0.537712554,0.539022637,0.365898889,0
404S18666_6.15.11_1,str,0.619665746,1.355964075,0.143669886,0.979029023,0
404S22464_5.19.09_1,str,0.198459941,0.195090206,0.47130326,0.127446296,0
404S24066_6.4.13_1,str,0.370673804,0,0.355073928,0.525422828,0.602198461
404S25668_6.23.10_1,str,0.18949495,0.144092907,0.613886893,0,0
404S25668_6.23.10_2,str,0.238333247,0.37147194,0.427325815,0.154535233,0
404S26670_6.18.12_1,str,0.666209857,1.396435162,1.190660868,0.077743397,0
404S26868_6.26.12_1,str,0.442881095,0.941587929,0.384663422,0.445273028,0
404S27470_6.19.12_1,str,0.747766176,0.965729054,1.175528092,0.548339142,0.301468415
404S28068_6.20.12_1,str,0.429754849,1.188936026,0.177294753,0.214385846,0.138402773
404S28270_6.18.12_1,str,0.433690662,0.879679476,0.548425612,0.117907356,0.188750204
404S31468_6.19.12_1,str,0.922487661,2.34395293,0.294635813,0.385099775,0.666262127
404S33670_6.19.12_1,str,0.663506353,0.537712554,0.269511319,0.464458566,1.382342975
404S34120_6.21.12_1,str,0.632873067,1.488680781,0.438571231,0.49011867,0.114121585
404S35270_6.20.12_1,str,0.215677352,0.494862963,0.367846447,0,0
404S37670_6.6.13_1,str,0.839483572,2.146820479,0.553915328,0.344055282,0.3131432
404S44210_6.20.13_1,str,0.491161785,0.664233154,0.539022637,0.070219859,0.691171488
404S44532_6.4.13_1,str,1.109071518,1.826143569,0.735251769,1.205265555,0.669625181
404S44642_6.4.13_1,str,0.858218072,0.652665418,1.096851224,0.362104221,1.321251426
405M10598_6.30.15_1,str,0.918635927,2.661477235,0.865492701,0.147573773,0
405M10599_6.30.15_1,str,0.797643571,1.221872048,1.183924722,0.784777515,0
407M01516_6.24.15_1,str,0.78514081,1.949993659,1.111047118,0.079522465,0
408BA0036_5.5.08_1,str,0.113438246,0,0.443579539,0.010173444,0
408BA0036_6.2.14_1,str,0.562079039,1.086447611,0.319566536,0.36054324,0.481758769
408BA0036_6.2.14_2,str,0.602908191,0.504325173,0.306943446,0.616404734,0.98395941
408BA0580_5.7.08_1,str,0.170175207,0.279679646,0.225212254,0,0.175808928
408BA0836_5.7.08_1,str,0.465459047,1.005798398,0.67029797,0.185739818,0
408BA0836_6.4.14_1,str,0.271203215,0.564952758,0.461596107,0.058263997,0
408BA0916_5.8.08_1,str,0.404675001,0.648418079,0.690622754,0.279659172,0
408BH5Axx_6.18.10_1,str,0.393391719,0.689876459,0.595203813,0.288486605,0
408BH5Bxx_6.18.10_1,str,0.320558383,0.410716224,0.793773912,0.077743397,0
408BH5Cxx_6.18.10_1,str,0.52642035,1.350973986,0.301040939,0.283479955,0.170186522
408BH6Axx_6.21.10_1,str,0.30164869,0.985595481,0.220999281,0,0
408BH6Bxx_6.21.10_1,str,0.581493686,1.58265776,0.163389282,0.452380049,0.127547653
408BH6Cxx_6.21.10_1,str,0.551542787,1.200555116,0.870098327,0.135517706,0
408M03005_6.15.15_1,str,0.995633424,2.561995063,0.483065693,0.57335294,0.364119999
408M03015_6.15.15_1,str,0.6142059,1.221872048,1.069351361,0.165600191,0
408M03019_7.14.15_1,str,0.7392873,1.949993659,0.89280572,0.114349821,0
408PS0032_5.21.08_1,str,0.140464949,0.561859794,0,0,0
412BH4Cxx_6.18.10_1,str,0.635032804,2.01768842,0.247283629,0.275159168,0
412BH4Cxx_6.18.10_2,str,0.330030374,0.939088253,0.381033244,0,0
412BH4Cxx_6.18.10_3,str,0.53950989,1.432820339,0.320494361,0.154535233,0.250189628
412CE0232_7.16.15_1,str,0.852697296,1.470503539,1.740196654,0.200088993,0
412M08597_7.16.15_1,str,0.9964541,2.661477235,0.798916339,0.525422828,0
412M08599_9.30.15_1,str,0.604549647,1.221872048,1.143099731,0.053226811,0
412M08602_9.30.15_1,str,0.591659082,1.949993659,0.416642669,0,0
412PS0020_5.14.08_1,str,0.455444228,0.156072165,0.754085217,0.652087999,0.25953153
412PS0020_5.22.08_1,str,0.316862751,0.282476379,0.34619708,0.638777544,0
412PS0040_5.20.08_1,str,0.816641724,0.802803336,1.05237753,0.736671007,0.674715024
412PS0052_5.20.08_1,str,0.278968428,0,0.378766063,0.589268322,0.147839326
412PS0052_5.20.08_2,str,0.290512178,0,0.754085217,0.148431964,0.25953153
504PS0019_6.30.08_1,str,0.910209484,1.82040333,0.461596107,1.010901612,0.347936888
504PS0238_7.29.09_1,str,1.018246171,1.089342373,0.662997844,1.470503539,0.85014093
504PS0243_6.9.09_1,str,0.878083793,1.34975829,0.362297973,1.658867382,0.141411529
504PS0295_7.5.11_1,str,1.273575215,1.442931338,1.707362755,0.572896798,1.371109971
504PS0295_7.5.11_2,str,1.28584304,2.573673673,0.615461476,1.606300122,0.347936888
504PS0371_7.7.10_1,str,0.556687525,0.540348399,0.690622754,0.700591125,0.295187823
504PS0595_6.4.13_1,str,1.018248541,1.149794099,0.411498933,2.029854443,0.481846691
507PS0286_7.13.11_1,str,1.038589311,1.387308135,1.256808694,1.221872048,0.288368367
507RCABRS_10.21.14_1,str,1.132289796,2.622994946,0.865492701,1.040671538,0
508CR1011_7.16.13_1,str,0.922722323,1.221872048,1.201083051,1.267934192,0
508PS0618_6.3.13_1,str,1.108633559,1.28863716,1.100565541,1.799862464,0.245469069
509BCCH32_8.13.08_1,str,1.423341806,1.345449699,2.661477235,0.97049124,0.715949049
510CR1007_6.3.13_1,str,1.176791149,2.661477235,0.798916339,1.246771022,0
511CCC505_6.25.08_1,str,0.457297069,0.518734463,0.828747305,0.481706509,0
511FC1357_7.28.14_1,str,0.789936561,1.94226757,0.512790978,0.604611843,0.100075851
511PS0081_6.25.08_1,str,0.661916137,1.157954774,0.973013183,0.516696592,0
511PS0145_6.24.08_1,str,0.76475366,2.381663586,0.135763561,0.541587493,0
511PS0209_7.8.09_1,str,0.940050235,0.897809648,0.637497927,0.86248803,1.362405336
511PS0401_9.23.10_1,str,0.657747494,1.622141945,0.450424507,0.382614596,0.175808928
511PS0401_9.23.10_2,str,0.636316441,1.276954078,0.685532015,0.346841917,0.235937755
511PS0657_5.19.14_1,str,0.963355094,2.653565983,0.524541031,0.675313362,0
514PS0084_7.8.08_1,str,0.820669711,0.756487759,1.151037924,0.784777515,0.590375646
514PS0351_7.16.12_1,str,0.919570572,1.241777627,0.833285338,1.603219322,0
515PS0106_9.24.08_1,str,0.926930618,1.412081494,1.436352794,0.612115298,0.247172886
515PS0106_9.24.08_2,str,1.196914103,2.598782685,0.830872993,1.201429136,0.1565716
515PS0410_9.7.11_1,str,1.185157882,0.818004346,0.849997236,1.328751116,1.74387883
515PS0490_6.14.12_1,str,1.082694801,1.949993659,0.684892059,1.695893488,0
515PS0622_6.10.13_1,str,0.667778025,0.657145958,0.99221739,0.475366583,0.546382169
516PS0014_8.11.08_1,str,1.156825734,1.883175859,1.153990267,1.263945979,0.326190833
516PS0543_8.7.13_1,str,0.775617071,1.037468927,1.381245508,0.683753847,0
517FCA222_7.10.13_1,str,0.975638852,1.877105715,0.581361864,1.292810381,0.151277449
517PS0078_9.19.11_1,str,1.090645485,1.352625431,1.508170433,1.155744034,0.34604204
519CR0912_7.17.13_1,str,1.323342583,2.661477235,1.112776329,1.519116769,0
519MNRASR_7.9.08_1,str,0.826526535,1.221872048,0.97911074,0.746414097,0.358709253
519PS0002_6.26.08_1,str,0.427769342,0.062716042,0.505021417,1.143339907,0
519PS0002_7.17.08_1,str,0.747868461,0.425651359,1.828085374,0.423153438,0.314583673
519PS0002_7.22.09_1,str,0.370355682,0.217289522,0.532610893,0.731522312,0
519PS0002_8.5.10_1,str,0.718633315,0.331748785,1.027903634,0.526344875,0.988535965
519PS0134_7.7.08_1,str,0.940086963,1.575389526,0.870596622,1.120184677,0.194177025
519PS0194_9.10.09_1,str,0.658101683,1.329503629,1.117163284,0.185739818,0
519PS0253_7.23.09_1,str,0.976183345,2.589366806,0.721243917,0.594122656,0
519PS0253_7.23.09_2,str,0.725566745,1.181561833,1.227773785,0.492931361,0
519PS0290_7.28.10_1,str,1.14277545,1.768592378,0.757532126,1.453619995,0.591357302
519PS0305_7.21.10_1,str,0.695388915,0.64712849,0.735692894,0.385928306,1.012805971
519PS0322_7.8.10_1,str,0.825646455,2.406280264,0.256442282,0.494889571,0.144973704
519PS0340_6.26.12_1,str,0.922793904,1.221872048,1.872875266,0.596428303,0
519PS0390_7.28.10_1,str,0.27048393,0,0,0.810896956,0.271038764
519PS0402_9.28.10_1,str,0.723643577,1.203985274,0.861811676,0.532169895,0.296607463
519PS0402_9.28.10_2,str,0.846242745,2.160113485,0.305468012,0.804263306,0.115126176
519PS0449_9.6.11_1,str,0.639431285,1.184067797,0.720649831,0.653007513,0
519PS0449_9.6.11_2,str,0.884390774,1.881481253,0.568149094,1.087932749,0
519PS0450_7.18.11_1,str,0.645818903,1.003321062,0.807948446,0.772006103,0
519PS0514_6.26.12_1,str,0.881404467,2.071493444,0.461596107,0.862051985,0.130476333
519PS0514_7.30.12_1,str,0.855938337,1.120993968,1.123725159,0.938881417,0.240152805
519PS0534_6.25.12_1,str,0.989552617,1.66905595,0.940806027,1.243430258,0.104918231
519PS0561_6.27.12_1,str,0.443682704,0.425651359,0.548425612,0.423153438,0.377500408
519PS0561_6.27.12_2,str,0.291918121,0,0.261280815,0.610973557,0.295418113
519PS0578_5.29.13_1,str,0.961663715,1.184067797,1.921732881,0.740854181,0
519PS0578_5.29.13_2,str,0.956452348,1.947886473,1.102877654,0.775045266,0
519PS0646_5.27.14_1,str,0.608288646,0.780360826,1.047340579,0.605453181,0
519SCRAMR_7.9.08_1,str,1.138772203,2.645413706,0.769326845,0.891821911,0.248526349
519SCRAMR_9.22.08_1,str,0.806820972,1.132158551,0.876981275,0.993239054,0.224905008
520CR1010_7.15.13_1,str,1.333998317,1.949993659,1.121730263,2.264269344,0
520FC1087_6.24.14_1,str,1.047966578,1.470503539,1.649561411,1.071801362,0
520FC1108_6.24.14_1,str,1.023866169,2.661477235,0.451561409,0.982426032,0
520PS0007_6.26.08_1,str,0.983976834,0.903855505,0.83711849,1.121523078,1.073410265
520PS0007_7.8.08_1,str,1.268076232,1.806819298,0.925872598,2.029854443,0.309758587
520PS0054_6.30.08_1,str,0.989829903,1.470503539,1.138241836,0.76295568,0.587618559
520PS0071_7.31.08_1,str,1.159600325,2.230076675,0.971781278,1.299199838,0.137343509
520PS0202_6.18.09_1,str,0.677523771,1.184067797,0.960866441,0.565160844,0
521FCA170_8.13.13_1,str,1.297519159,1.904059028,0.833285338,1.932337844,0.520394426
526PS0472_9.1.09_1,str,1.102030536,1.470503539,2.056596045,0.88102256,0
526PS0756_8.3.10_1,str,1.122015695,2.390184744,0.399458169,1.246771022,0.451648846
526PS1496_8.19.14_1,str,0.868039718,1.008650346,0.982219028,1.166422486,0.314867011
531CR1047_6.9.14_1,str,1.07316399,1.949993659,0.640988722,1.701673581,0
531PS0169_6.11.09_1,str,0.941976152,1.359338212,1.946026366,0.462540029,0
531PS0169_7.6.09_1,str,1.070851626,2.633254379,0.586774712,1.063377413,0
531PS0365_9.16.10_1,str,0.875464167,1.108205445,1.406359063,0.729673696,0.257618464
531PS0365_9.16.10_2,str,0.974621904,1.751224858,0.320494361,1.701673581,0.125094814
531PS0381_7.12.10_1,str,0.701694369,1.270354833,0.70147462,0.593523344,0.241424679
531PS0429_6.20.11_1,str,1.032402652,2.579132154,0.451561409,1.098917044,0
531PS0573_6.28.12_1,str,0.795600948,1.074521389,0.947139777,0.75591361,0.404829014
532PS0062_9.8.10_1,str,1.148656916,1.833100306,0.476163051,2.099509156,0.185855152
532PS0062_9.8.10_2,str,0.852178297,1.382353463,0.861811676,0.867940585,0.296607463
535CR0910_6.18.14_1,str,1.116810356,2.661477235,0.736589532,1.069174658,0
535CR1042_6.19.14_1,str,0.798717787,1.221872048,1.004542188,0.968456913,0
535CR1051_6.25.14_1,str,0.97131525,1.949993659,0.555523559,1.379743783,0
535PS0191_7.14.09_1,str,0.898109756,1.283260024,1.675744926,0.633434072,0
535PS0221_7.15.09_1,str,0.975098875,2.185194628,0.653202038,0.914289779,0.147709056
535PS0431_6.22.11_1,str,0.789287991,1.202520802,1.004542188,0.950088973,0
535PS0477_6.7.12_1,str,1.057001094,1.897160263,1.215207785,1.115636328,0
541CR1006_6.17.14_1,str,0.686336484,1.470503539,0.773420735,0.501421664,0
543R00137_5.15.12_1,str,0.625742445,2.381663586,0,0.121306192,0
544CR1003_6.4.13_1,str,0.814055763,1.221872048,1.55087215,0.483478854,0
544CR1040_6.10.14_1,str,1.148388021,1.949993659,0.801235902,1.842322522,0
544R00025_5.15.12_1,str,0.305504073,1.025617085,0,0.196399205,0
544R00281_5.14.13_1,str,0.919843412,2.661477235,0.355073928,0.662822484,0
544R00281_5.15.13_1,str,0,0,0,0,0
551PS0308_7.27.10_1,str,1.243709909,1.535531474,0.806405166,2.423066535,0.209836462
603PS0720_8.19.10_1,str,0.959475604,1.300601376,1.885213042,0.652087999,0
628PS0715_6.9.10_1,str,0.381335139,0.847429136,0.17309854,0.504812879,0
628PS0715_6.9.10_2,str,0.42803635,0.537712554,0.808533956,0.365898889,0
628PS1483_5.22.13_1,str,1.126535503,1.655703502,1.470503539,1.054688454,0.325246516
634PS0131_8.20.13_1,str,0.989778993,1.468914495,1.330738618,0.701466042,0.457996818
635PS0118_9.3.13_1,str,1.26574969,2.413889055,1.007118779,1.357315291,0.284675636
635PS0146_9.3.14_1,str,1.390714163,1.150713775,0.93379978,1.083579916,2.394763183
801FC1089_5.20.14_1,str,0.562210469,1.738488677,0.333314135,0.177039063,0
801M12611_7.1.15_1,str,0.763888685,1.470503539,1.292717514,0.292333688,0
801M12617_4.30.15_1,str,1.183160682,2.661477235,1.221872048,0.849293446,0
801M12625_7.1.15_1,str,1.01212073,1.221872048,1.949993659,0.876617214,0
801M16861_4.15.15_1,str,0.981972707,1.949993659,0.714244576,1.263652594,0
801M16873_4.15.15_1,str,0.763888685,1.470503539,1.292717514,0.292333688,0
801MIC042_6.9.14_1,str,0.354994657,0.338971655,0.415436496,0.665570477,0
801NLC105_6.10.14_1,str,0.81579589,1.066287508,0.491109514,1.390919528,0.314867011
801RB8361_6.12.14_1,str,0.510671856,0.867909094,0.403202583,0.771575747,0
801S02947_6.16.14_1,str,0.129406677,0.390180413,0,0.127446296,0
801S03971_6.16.14_1,str,0.491199889,1.28398354,0.314724618,0.188169126,0.177922272
801S04078_7.11.12_1,str,0.301702069,0,0.256975909,0.62032038,0.329511988
801S04471_7.9.12_1,str,1.119532112,1.51772821,1.111047118,1.704799113,0.144554007
801S07485_6.4.13_1,str,0.394118102,0.399254376,1.05221193,0.125006102,0
801S08183_6.3.13_1,str,0.874418339,1.765477367,0.324559763,1.040671538,0.366964687
801S10259_6.7.12_1,str,0.284673592,0.720464533,0.306943446,0.111286391,0
801S10259_6.7.12_2,str,0.529090146,1.281199139,0.198401271,0.636760173,0
801S19286_6.4.13_1,str,0.448991129,0.561859794,0.603268173,0.215586102,0.415250448
801S19399_6.13.13_1,str,0.255417382,0.403537684,0.247283629,0.370848215,0
801S19486_6.13.13_1,str,0.374387561,0.674354803,0.441998563,0.097816568,0.28338031
801SAR110_6.12.14_1,str,0.473851086,1.317036877,0.454519276,0.123848191,0
801SDC180_6.4.14_1,str,0.479414348,0.230270408,0.988964219,0.528238154,0.17018461
801SDC418_6.2.14_1,str,0.23831985,0.470793965,0,0.482485435,0
801STW085_6.11.14_1,str,0.284673592,0.720464533,0.306943446,0.111286391,0
801XXX305_6.2.14_1,str,0.267366814,0.579496226,0.166657068,0.323313962,0
802S33361_6.5.12_1,str,0.978038845,1.377107339,1.330738618,0.898978212,0.305331212
802S33561_6.4.12_1,str,1.214072312,2.482368177,1.049082061,1.324839008,0
802S37697_7.12.12_1,str,0.078360814,0,0.256975909,0.056467346,0
802SJR116_6.12.14_1,str,0.741116902,1.779155079,0.438571231,0.746741299,0
845PS0011_5.14.08_1,str,0.624386941,1.080499605,0.928104882,0.329231566,0.159711711
845PS0011_5.29.08_1,str,0.671295482,1.644265488,0.103342412,0.820729551,0.116844477
845PS0011_6.23.15_1,str,0.683918164,1.221872048,1.004542188,0.509258419,0
901M14118_4.30.15_1,str,1.227148189,1.949993659,1.470503539,1.48809556,0
901M14124_6.23.15_1,str,0.409151911,1.470503539,0,0.166104105,0
901PS0057_5.14.08_1,str,0.959191717,2.054373664,0.629449237,0.79709942,0.355844545
901S00531_5.7.09_1,str,0.341024731,0.698296393,0.424998618,0.240803915,0
901S00997_5.14.09_1,str,0.339211394,0.269951658,1.08689392,0,0
901S01811_5.7.09_1,str,0.15896239,0.635849562,0,0,0
901S02702_6.2.10_1,str,0.649426829,1.694858273,0.138478832,0.451227013,0.3131432
901S06030_4.30.09_1,str,0.461866419,0.736042144,0.298647678,0.42982949,0.382946365
901S06798_5.17.11_1,str,0.421805835,0.852200332,0,0.452380049,0.38264296
901S06851_5.19.11_1,str,0.156362978,0.042181666,0.407613631,0.175656614,0
901S11685_5.31.12_1,str,0.83930051,2.139972567,0.629449237,0.350550538,0.237229697
901S12942_5.30.12_1,str,0.201590462,0,0.539022637,0.267339212,0
901S12942_5.30.12_2,str,0.177388409,0,0.595203813,0.114349821,0
901S39498_5.18.10_1,str,0.327994021,0.851302719,0.342766008,0.117907356,0
901SJSJC9_5.5.08_1,str,0.725024668,1.495463182,0.135763561,0.961868794,0.307003137
903SLGRD2_5.9.08_1,str,0.363125077,0.926311542,0.526188765,0,0
904CBAHC6_5.6.08_1,str,0.49001598,1.015999876,0.30301285,0.522779732,0.11827146
904CBESC8_5.9.08_1,str,0.577062119,1.325141025,0.853681377,0.129426076,0
904M21713_6.26.15_1,str,1.097040541,2.661477235,1.221872048,0.504812879,0
904M21720_6.25.15_1,str,0.672995981,1.221872048,0.808533956,0.661577919,0
904PS0034_5.13.08_1,str,0.749877955,1.904059028,0.333314135,0.762138657,0
904S00537_5.4.09_1,str,0.344693368,0.826264404,0.443579539,0.10892953,0
904S02201_5.19.10_1,str,0.498589006,1.694858273,0.276957664,0.022540086,0
904S02201_5.19.10_2,str,0.48174352,0.932811974,0.581577056,0.412585052,0
904S02585_5.19.10_1,str,0.781755972,1.293518361,0.260401668,0.963266642,0.609837218
904S08089_5.20.10_1,str,0.470755249,0.600277558,0.773420735,0.243136517,0.266186185
904S08089_5.20.10_2,str,0.484521447,1.210613052,0.329711505,0.211366471,0.186394762
904S12185_5.24.11_1,str,0.483951278,0.3814224,0.649997886,0.487649078,0.41673575
904WE1125_6.22.15_1,str,0.762243976,1.949993659,0.694404449,0.404577794,0
906LPLPC6_5.7.08_1,str,0.670751339,1.341672999,0.264591304,0.166104105,0.910636948
906LPRSC4_5.7.08_1,str,0.815796853,1.748663297,0.164855752,0.97687884,0.372789523
906M23302_6.23.15_1,str,0.449453846,1.221872048,0.283332412,0.292610924,0
906M23318_4.28.15_1,str,0.929908425,1.949993659,0.905744933,0.863895108,0
906S02246_5.26.10_1,str,0.383720183,0.575002714,0.793773912,0.166104105,0
907S02774_5.20.10_1,str,0.318591744,0,0.301040939,0.632952993,0.340373043
907SDCHC3_5.8.08_1,str,0.330395449,1.000416465,0.315713259,0.005452071,0
907SDFRC2_5.5.08_1,str,0.278230806,0,0.476163051,0.636760173,0
909SSWR08_5.5.08_1,str,0.268853603,1.061290723,0,0.014123688,0
911M24916_4.23.15_1,str,0.855242253,2.661477235,0.415436496,0.344055282,0
ABAB1_6.19.08_1,str,0.653653068,0.997566276,0.637497927,0.707067001,0.272481067
ACJ01_6.30.14_1,str,0.686513985,1.931654086,0.13888089,0.567105459,0.108415505
