,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
313SAB_5.29.14_1,int,0.772300378,1.334524256,0.480441162,0.501935715,NA
314WE1102_6.12.12_1,int,0.753237747,0.606196936,0.583138554,NA,1.070377752
315ARH101_6.14.10_1,int,1.18202433,1.429094884,NA,1.385161533,0.731816574
402BA0031_5.28.08_1,int,1.094402891,NA,1.749844629,0.506169569,1.027194474
402BA0079_5.28.08_1,int,0.844612417,1.199237117,0.645180309,0.689419824,NA
402BA0143_5.21.08_1,int,0.778602322,0.962071887,0.387860832,NA,0.985874245
402BA0335_5.27.08_1,int,0.64588069,0.996259574,NA,0.360575692,0.580806805
402BA0335_5.27.08_2,int,1.020157864,NA,1.4799777,0.347862524,1.232633369
403BA0027_5.20.08_1,int,0.679047172,1.077034853,0.328374257,0.631732406,NA
403BA0027_6.18.14_1,int,0.522430862,0.351948874,0.158688752,NA,1.05665496
403BA0136_5.13.08_1,int,0.736033941,0.996259574,NA,0.534234309,0.677607939
403BA0136_6.17.14_1,int,0.789459391,NA,1.026986782,0.460938985,0.880452406
403BA0191_5.14.08_1,int,0.9914581,1.481317106,0.55365856,0.939398635,NA
403FCA022_5.29.13_1,int,0.623690416,0.431632841,0.606922379,NA,0.832516029
403M01505_6.29.15_1,int,0.713284266,1.426568533,NA,NA,0
403M01506_6.17.15_1,int,0.874922315,NA,1.749844629,NA,0
403M05757_6.29.15_1,int,1.437535004,1.73567226,1.139397749,NA,NA
403M05771_4.30.15_1,int,0.856385687,1.129800804,1.439356257,NA,0
403PRCAGH_6.2.11_1,int,1.091168193,0.989277954,NA,1.521917694,0.762308931
403S00640_6.11.09_1,int,0.697014961,NA,0.815689873,0.682742812,0.592612197
403S00640_6.11.09_2,int,0.846268408,1.207155464,0.612232479,0.719417281,NA
403S00772_5.20.09_1,int,1.084846468,0.960706917,0.913608545,NA,1.380223943
403S00831_6.10.10_1,int,0.679734391,0.550427166,NA,0.961340638,0.527435369
403S01136_6.13.11_1,int,0.83892669,NA,0.912326572,0.648100023,0.956353476
403S01163_6.8.09_1,int,0.95170818,1.215632546,0.700093358,0.939398635,NA
403S01195_6.10.09_1,int,0.98125287,0.788346559,0.507030314,NA,1.648381738
403S01272_6.9.09_1,int,0.708898951,1.106218416,NA,1.020478437,0
403S01707_6.7.10_1,int,0.802995835,NA,0.535443447,0.743630137,1.129913922
403S01728_7.13.11_1,int,0.706994266,1.211065253,0.190500264,0.719417281,NA
403S02363_6.16.11_1,int,0.65354944,0.351883226,0.59281333,NA,1.015951765
403S02764_6.14.11_1,int,0.613687408,0.224924084,NA,1.209573376,0.406564763
403S04600_6.8.10_1,int,0.688345459,NA,1.075177306,0.347862524,0.641996546
403S05291_6.7.10_1,int,0.993080704,1.470255067,0.53113013,0.977856913,NA
403S06139_6.27.12_1,int,0.732334875,0.351970953,0.500200087,NA,1.344833586
403S06283_6.13.12_1,int,0.576848022,0.215700296,NA,0.860373663,0.654470107
403S06660_6.14.12_1,int,0.624374777,NA,0.550436054,0.523759241,0.798929035
403S06660_6.14.12_2,int,0.602413032,0.931287362,0.436510723,0.439441013,NA
403S06904_6.9.10_1,int,0.444698642,0.519010711,0.264155488,NA,0.550929725
403S07024_6.13.12_1,int,0.788667081,1.100358757,NA,0.655795341,0.609847145
403S07227_6.27.12_1,int,0.877282231,NA,0.835779223,0.603196468,1.192871002
403S15608_6.8.10_1,int,0.349795339,0.126401042,0.2132966,0.709688376,NA
403S16332_6.26.13_1,int,0.753863558,0.606336074,0.82273857,NA,0.832516029
403S16493_6.24.13_1,int,0.822992912,0.435781285,NA,1.188793712,0.844403739
403S16978_6.26.13_1,int,0.756417294,NA,0.874600534,0.561790963,0.832860384
403S18093_6.24.13_1,int,0.776640687,1.202369121,0.412273239,0.715279701,NA
403S18093_6.24.13_2,int,1.057377173,0.870479575,0.963679755,NA,1.33797219
404ARRSEQ_6.6.12_1,int,0.84273361,1.097973302,NA,0.784507022,0.645720506
404BA0104_6.18.08_1,int,0.958068772,NA,1.013843912,0.599714641,1.260647764
404BA0526_6.4.08_1,int,0.560015936,0.800645332,0.222588584,0.656813892,NA
404BA0616_6.3.08_1,int,0.360090054,0.346656988,0.570729602,NA,0.162883571
404BA0852_6.3.08_1,int,0.715429341,1.430858682,NA,NA,0
404BA0964_6.4.08_1,int,0.601464652,NA,0.850288198,0.611707599,0.342398158
404BA1128_6.19.08_1,int,0.338593058,0.53088747,0,0.484891706,NA
404BA1128_6.3.14_1,int,0.345291223,0.345683256,0.440435603,NA,0.249754809
404BA1144_6.10.08_1,int,0.912953013,0.654514163,NA,1.197294484,0.887050393
404BA1166_6.10.08_1,int,0.548196816,NA,1.127074792,0.043425899,0.474089757
404BA1166_6.4.09_1,int,0.8774994,1.334556031,0.540346306,0.757595863,NA
404S01128_6.23.10_1,int,0.423608362,0.432657382,0.699415032,NA,0.138752672
404S06456_5.14.09_1,int,0.709598043,0.875130822,NA,0.921019411,0.332643897
404S08846_6.22.10_1,int,0.699270431,NA,0.484843397,0.84257204,0.770395856
404S11406_5.11.09_1,int,0.792669769,1.198039451,0.407223763,0.772746094,NA
404S16168_6.23.10_1,int,0.769050931,0.78009409,0.738359307,NA,0.788699396
404S17266_5.19.09_1,int,0.644171709,0.657278717,NA,0.95705529,0.318181119
404S23297_6.19.13_1,int,0.678485693,NA,0.791106854,0.514501519,0.729848705
404S25298_6.20.12_1,int,0.405682926,0.663996209,0.292167851,0.260884719,NA
404S32468_6.26.12_1,int,0.583673221,0.608908408,0.606922379,NA,0.535188876
404S34230_6.19.13_1,int,0.607636071,0.551620087,NA,0.886121507,0.385166618
404S35418_6.25.12_1,int,0.517226353,NA,0.678314174,0.510825659,0.362539226
404S35418_6.25.12_2,int,0.577390709,0.809738761,0.260788966,0.6616444,NA
404S45622_6.3.13_1,int,0.508985487,0.262771615,0.475485451,NA,0.788699396
404S45622_6.3.13_2,int,0.523858129,0.44671569,NA,0.755254367,0.36960433
404S45745_6.18.13_1,int,0.818613531,NA,0.835779223,0.526596285,1.093465085
404S48200_6.18.13_1,int,0.909358541,1.334463416,0.53113013,0.862482078,NA
405BH2Axx_6.16.10_1,int,0.771821114,1.042544571,0.773409155,NA,0.499509618
405BH2Axx_6.16.10_2,int,1.038073148,0.875680306,NA,1.506722565,0.731816574
405BH2Axx_6.16.10_3,int,0.921377961,NA,1.171558352,0.800168367,0.792407166
405BH3Axx_6.17.10_1,int,1.051291465,1.599769859,0.660156595,0.893947942,NA
405BH3Axx_6.17.10_2,int,1.357701625,1.135219764,1.439356257,NA,1.498528853
405BH3Axx_6.17.10_3,int,1.364497353,1.428876712,NA,1.749844629,0.914770717
405BH3Cxx_6.17.10_1,int,1.183193894,NA,1.749844629,1.139397749,0.660339305
405CE0280_7.6.15_1,int,1.439902341,1.740406933,1.139397749,NA,NA
405PS0030_5.21.08_1,int,1.088808949,1.133252466,0.884400338,NA,1.248774044
405PS0030_7.8.15_1,int,0.714470379,1.428940758,NA,NA,0
405PS0036_5.28.08_1,int,0.757980679,NA,1.110686112,0.514501519,0.648754405
405PS0036_5.28.08_2,int,1.018230246,1.603051148,0.612232479,0.83940711,NA
408BA0268_5.6.08_1,int,0.057229872,0.171689615,0,NA,0
408BA0660_5.6.08_1,int,0.193287315,0,NA,0.399166496,0.18069545
408BA0660_6.4.14_1,int,0.874922315,NA,1.749844629,NA,0
412BH1Axx_6.15.10_1,int,0.647091022,0.663035695,0.53113013,0.747107242,NA
412BH1Axx_6.15.10_2,int,0.856598275,1.130438569,1.439356257,NA,0
412BH1Axx_6.15.10_3,int,0.709924597,0.986713329,NA,0.838136889,0.304923572
412BH4Axx_6.18.10_1,int,0.601464652,NA,0.850288198,0.611707599,0.342398158
412WE0552_8.26.15_1,int,1.438060528,1.736723308,1.139397749,NA,NA
481S05856_6.13.13_1,int,1.070497146,1.043663118,1.231247788,NA,0.936580533
504PS0051_7.1.08_1,int,1.002450591,1.097755898,NA,1.044006379,0.865589496
504PS0083_6.17.09_1,int,0.874922315,NA,1.749844629,NA,0
504PS0147_6.23.08_1,int,1.085656611,1.734885593,0.645180309,0.876903932,NA
504PS0574_6.6.13_1,int,0.809374507,0.869742516,0.488003254,NA,1.070377752
505PS0156_8.13.08_1,int,0.945262473,1.205461838,NA,1.020478437,0.609847145
505PS0156_8.13.08_2,int,0.971813897,NA,0.835779223,0.986197383,1.093465085
505PS0940_9.26.11_1,int,1.172387619,1.734667329,0.823098587,0.95939694,NA
505PS1180_8.21.13_1,int,1.125255163,1.042176665,0.946062107,NA,1.387526716
505PS1180_8.7.13_1,int,1.022945235,1.316540695,NA,1.020478437,0.731816574
506PS0003_7.2.08_1,int,0.697700695,NA,0.62539909,0.611707599,0.855995395
506PS0003_7.28.09_1,int,1.355509476,1.737753232,1.139397749,1.189377446,NA
506PS0003_7.29.08_1,int,0.881515324,1.043183806,0.144459114,NA,1.456903051
506PS0003_9.14.10_1,int,1.188459505,1.429077594,NA,1.365967686,0.770333236
507BCSFBM_8.5.08_1,int,0.874922315,NA,1.749844629,NA,0
507BTC269_8.12.14_1,int,1.43815091,1.73690407,1.139397749,NA,NA
507DCABSF_10.22.14_1,int,0.976208851,0.955888371,0.919085083,NA,1.0536531
507DCBLLB_10.22.14_1,int,1.056313337,1.213771014,NA,1.142039469,0.813129526
507PS0122_6.29.09_1,int,0.974665651,NA,1.096940768,0.832997017,0.994059169
507PS0142_8.4.10_1,int,1.234510039,1.611328961,0.829300532,1.262900626,NA
507PS0314_9.8.11_1,int,1.122454678,1.049204347,1.069385645,NA,1.248774044
507RCBLPF_10.21.14_1,int,0.902357196,0.99057787,NA,0.99902649,0.717467229
508PS0042_7.2.08_1,int,0.682451834,NA,0.535443447,0.664476614,0.847435441
508PS0298_7.20.11_1,int,0.935986722,1.203506351,0.727549882,0.876903932,NA
508PS0298_7.20.11_2,int,0.810405468,0.783653819,0.655889078,NA,0.991673506
508PS0458_7.1.13_1,int,1.081821867,1.208983651,NA,1.142039469,0.894442479
509BCCBPW_5.21.09_1,int,1.1291858,NA,1.127074792,0.956735774,1.303746833
509BCCBPW_6.10.09_1,int,1.441250502,1.744997499,1.139397749,1.439356257,NA
509BCCBPW_7.9.09_1,int,1.144791652,1.048903075,0.682598186,NA,1.702873696
509BCCBPW_8.10.09_1,int,1.212372672,1.326715348,NA,1.293990759,1.016411908
509BCCBPW_9.10.09_1,int,0.945784608,NA,0.940243841,0.664476614,1.232633369
509DCPWxx_8.21.08_1,int,1.023132856,1.471002478,0.480441162,1.117954928,NA
509DRCBPC_8.29.11_1,int,1.088561078,1.132508852,0.884400338,NA,1.248774044
509PS0049_8.26.10_1,int,0.716341917,1.432683834,NA,NA,0
509PS0049_9.13.10_1,int,0.874922315,NA,1.749844629,NA,0
513PS0024_6.25.08_1,int,0.536194828,1.608584485,0,0,NA
513PS0088_8.17.09_1,int,0.829771912,0.787007794,0.913608545,NA,0.788699396
513PS0088_8.17.09_2,int,1.080636819,1.326172746,NA,0.777356373,1.138381337
513PS0248_7.27.11_1,int,0.961652628,NA,0.850288198,1.007475211,1.027194474
514DNCLDC_10.12.10_1,int,1.188684149,1.613473117,0.846528155,1.106051176,NA
514PCAPCR_10.29.14_1,int,1.32518002,1.131313005,1.439356257,NA,1.4048708
514PS0019_8.13.08_1,int,1.135818286,1.43473382,NA,1.418314542,0.554406495
514PS0099_7.18.12_1,int,1.224728429,NA,1.243844136,0.990984894,1.439356257
515PS0430_7.7.11_1,int,0.993535999,1.471620954,0.53113013,0.977856913,NA
515PS0430_7.7.11_2,int,0.911667024,0.786811995,0.699415032,NA,1.248774044
516PS0287_9.21.11_1,int,1.024180833,1.104229741,NA,1.263600501,0.704712256
516PS0324_6.28.12_1,int,0.768959642,NA,0.477614819,0.596630738,1.232633369
516PS0324_6.28.12_2,int,0.779732467,1.071366664,0.495084642,0.772746094,NA
516PS0324_7.31.12_1,int,0.969539424,0.877659642,0.650734688,NA,1.380223943
516PS0516_8.6.13_1,int,0.994185552,1.09886639,NA,1.158466636,0.725223632
517FCA139_6.18.14_1,int,0.874922315,NA,1.749844629,NA,0
517PLC130_7.28.13_1,int,1.324106487,1.745788709,0.974658602,1.251872149,NA
517PS0030_7.22.09_1,int,1.135146424,1.133566986,1.439356257,NA,0.832516029
517PS0039_7.1.09_1,int,0.718784965,1.437569929,NA,NA,0
517PS0061_9.8.10_1,int,1.130140938,NA,1.243844136,0.990984894,1.155593783
517PS0132_7.1.09_1,int,1.351220809,1.738491057,0.875815114,1.439356257,NA
517SMC266_8.19.14_1,int,0.859584669,1.139397749,1.439356257,NA,0
518FRE265_7.14.14_1,int,0.716203587,1.432407173,NA,NA,0
518FRE277_8.18.14_1,int,0.874922315,NA,1.749844629,NA,0
518FRM117_6.17.13_1,int,1.312519166,1.747463635,0.957616622,1.232477241,NA
518FRM117_7.29.13_1,int,0.966671692,0.961092869,0.868544455,NA,1.070377752
518JSC273_8.19.14_1,int,0.716215382,1.432430765,NA,NA,0
518LCC233_7.15.14_1,int,0.874922315,NA,1.749844629,NA,0
518PS0001_7.28.08_1,int,1.033145528,1.472075237,0.787954236,0.83940711,NA
518PS0001_8.19.08_1,int,1.020357045,0.78914657,0.909625607,NA,1.362298957
518PS0017_8.19.08_1,int,1.037687586,1.215384584,NA,1.312224914,0.585453259
518PS0029_6.30.09_1,int,0.874922315,NA,1.749844629,NA,0
518PS0029_7.22.09_1,int,1.442725113,1.746052478,1.139397749,NA,NA
518PS0045_7.21.09_1,int,1.196250167,0.964634618,1.183222756,NA,1.440893128
518PS0089_9.25.12_1,int,0.71909315,1.438186299,NA,NA,0
518PS0125_6.18.13_1,int,0.874922315,NA,1.749844629,NA,0
518RCC169_7.29.13_1,int,1.024421443,1.476896248,0.733886003,0.862482078,NA
518WLCBCP_9.25.12_1,int,0.952205854,0.962197552,0.587563452,NA,1.306856558
519PS0198_7.15.09_1,int,0.744102075,0.886575977,NA,1.020478437,0.325251811
519PS0198_7.15.09_2,int,0.757980679,NA,1.110686112,0.514501519,0.648754405
519PS0278_7.7.10_1,int,1.44346332,1.747528892,1.139397749,NA,NA
519PS0278_8.5.10_1,int,0.576510635,0.613858858,0.699415032,NA,0.416258015
520PS0135_7.29.09_1,int,1.074064567,1.215693614,NA,0.990088179,1.016411908
520PS0135_7.29.09_2,int,0.82100197,NA,0.850288198,0.699655957,0.913061755
520PS0199_8.23.10_1,int,1.066147157,1.477500642,0.562810735,1.158130095,NA
520PS0199_8.23.10_2,int,0.869871354,0.962063075,0.773409155,NA,0.874141831
520PS0455_6.5.13_1,int,0.97723525,1.107952296,NA,1.106286225,0.717467229
520PS0455_6.5.13_2,int,1.058916024,NA,1.055901096,0.800168367,1.32067861
520PS0455_7.22.13_1,int,1.032271602,1.479851315,0.526414877,1.090548614,NA
521BTCLBC_8.7.08_1,int,0.92859248,0.876367654,0.580069673,NA,1.329340111
521LCCBSR_7.6.10_1,int,1.266330512,1.43807457,NA,1.385161533,0.975755432
521PS0663_6.16.14_1,int,0.931138727,NA,0.966359995,0.832997017,0.994059169
522PS0430_9.20.12_1,int,1.065912925,1.612339806,0.574577817,1.010821152,NA
522PS0643_9.4.13_1,int,1.127122207,1.137201053,0.995391522,NA,1.248774044
523PS0222_9.9.10_1,int,1.197174919,1.43375404,NA,1.344641189,0.813129526
523PS0414_8.6.12_1,int,0.921146137,NA,1.397844286,0.829666574,0.535927552
524PS0202_9.20.12_1,int,0.992657994,1.339257345,0.515123088,1.123593548,NA
524PS0202_9.20.12_2,int,1.140054903,1.136324225,0.678273854,NA,1.605566628
524PS0394_7.19.12_1,int,1.080101407,1.217601319,NA,1.209573376,0.813129526
526ASC237_8.20.14_1,int,0.874922315,NA,1.749844629,NA,0
526ESCAMC_8.19.14_1,int,1.444621189,1.749844629,1.139397749,NA,NA
526ESCAMC_8.20.12_1,int,1.057913682,1.051655924,0.773409155,NA,1.348675968
526HTC129_6.24.13_1,int,1.240037905,1.435887091,NA,1.521917694,0.762308931
526PS0220_8.25.08_1,int,0.885488542,NA,0.815689873,0.774073799,1.066701954
526PS0220_8.25.08_2,int,1.070150497,1.477033298,0.744023797,0.989394397,NA
526PS0228_8.28.08_1,int,0.85902746,1.137726122,1.439356257,NA,0
526PS0344_9.2.09_1,int,0.717512341,1.435024682,NA,NA,0
526PS0356_8.11.09_1,int,0.601594652,NA,0.231843151,0.54574633,1.027194474
526PS0440_9.2.09_1,int,0.980758995,1.47608062,0.506799425,0.95939694,NA
526PS0504_9.2.09_1,int,1.118255345,0.96040693,0.851755873,NA,1.542603231
526PS0504_9.2.09_2,int,0.716792562,1.433585124,NA,NA,0
526PS0764_8.25.10_1,int,1.048600206,NA,1.381844271,0.923524506,0.840431843
526PS0808_8.2.10_1,int,0.997347935,1.343887065,0.637335587,1.010821152,NA
526PS0948_7.12.11_1,int,0.795257092,0.700384626,0.8339498,NA,0.851436848
526PS0948_7.12.11_2,int,1.020029787,1.105430861,NA,1.293990759,0.66066774
526PS1036_7.13.11_1,int,0.906917706,NA,0.919484846,0.774073799,1.027194474
526PSCBBL_8.27.08_1,int,0.866501041,1.3452225,0.386304507,0.867976117,NA
526PSCBBL_9.23.08_1,int,0.819703471,0.873948839,0.273948828,NA,1.311212746
527PS0388_9.2.09_1,int,1.184467357,1.324687689,NA,1.274171026,0.954543357
527PS0388_9.2.09_2,int,0.961422279,NA,0.705198451,0.986197383,1.192871002
527PS1412_6.25.13_1,int,0.984148974,1.612563771,0.456035362,0.883847788,NA
532PS0050_8.31.10_1,int,1.107172448,1.049579338,0.773409155,NA,1.498528853
532PS0071_10.12.11_1,int,1.079011759,1.332176381,NA,0.990088179,0.914770717
532PS0071_9.21.11_1,int,0.96790367,NA,1.127074792,0.591411824,1.185224393
532SFC142_6.19.13_1,int,1.219146504,1.615406656,0.888366668,1.153666187,NA
532TGRUPX_10.8.08_1,int,0.988041416,0.8771825,0.699415032,NA,1.387526716
534CYCANB_4.1.09_1,int,1.085258813,1.328772646,NA,0.881551544,1.045452248
534CYCANB_5.5.09_1,int,0.979404911,NA,0.829843733,0.707651263,1.400719738
534CYCANB_6.19.08_1,int,0.84405617,1.347144216,0.370615064,0.814409229,NA
534CYCANB_6.2.09_1,int,1.090790797,1.139198009,0.884400338,NA,1.248774044
534CYCANB_7.14.09_1,int,1.028500577,1.332156557,NA,0.707892926,1.045452248
534CYCANB_8.17.09_1,int,0.878317876,NA,0.737843644,0.664476614,1.232633369
534PS0043_7.29.09_1,int,1.136779644,1.610672409,0.574577817,1.225088705,NA
534PS0043_7.29.09_2,int,1.149710757,1.05236615,1.272869481,NA,1.12389664
534PS0114_9.12.12_1,int,0.719678128,1.439356257,NA,NA,0
535PS0265_8.20.09_1,int,1.021992543,NA,0.978796259,0.913244828,1.173936542
537MDR255_7.7.14_1,int,1.444621189,1.749844629,1.139397749,NA,NA
537MDR255_7.7.14_2,int,0.859584669,1.139397749,1.439356257,NA,0
537PS0386_7.16.12_1,int,1.207885494,1.33390968,NA,1.213545959,1.076200844
539CCRARR_5.6.10_1,int,0.882959925,NA,1.110686112,0.889439257,0.648754405
539CCRARR_6.12.08_1,int,0.698746351,0.809974209,0.432224826,0.854040016,NA
539CCRARR_6.30.10_1,int,0.862778677,0.871419664,0.884400338,NA,0.832516029
539CCRARR_7.21.10_1,int,0.7791592,0.769836245,NA,0.976274426,0.591366928
539CCRARR_8.31.10_1,int,0.713961206,NA,0.940243841,0.585323092,0.616316685
539PS0127_5.27.13_1,int,1.36228954,1.740687526,0.906824836,1.439356257,NA
539PS0146_7.27.10_1,int,0.829765749,0.702982636,0.662417971,NA,1.12389664
540CDC136_7.24.13_1,int,1.299735166,1.433945186,NA,1.624091837,0.841168476
540MRC196_8.26.14_1,int,0.874922315,NA,1.749844629,NA,0
540MSJ132_7.18.13_1,int,1.192085589,1.749139015,0.733886003,1.093231749,NA
540PKC272_7.1.14_1,int,0.858809359,1.137071819,1.439356257,NA,0
540PS0008_8.6.08_1,int,0.719040142,1.438080285,NA,NA,0
540PS0258_8.31.11_1,int,0.935575125,NA,1.075177306,0.875552674,0.855995395
540PS0258_8.31.11_2,int,1.136320541,1.476600036,0.992962952,0.939398635,NA
541PS0055_6.18.08_1,int,0.322767555,0.173628272,0,NA,0.794674392
541PS0055_7.10.08_1,int,0.591512389,0.660662901,NA,0.881551544,0.232322722
542DPCDPC_6.18.08_1,int,0.845166379,NA,0.797373113,0.650508345,1.087617679
543R00219_5.21.12_1,int,0.69845965,1.071265518,0.412273239,0.611840193,NA
543R00245_5.21.12_1,int,0.570849834,0.260853714,0.460022283,NA,0.991673506
545PS0335_7.26.10_1,int,0.900276686,0.881182649,NA,1.142039469,0.677607939
545PS0335_7.26.10_2,int,0.692667361,NA,0.737843644,0.723841756,0.616316685
552SCCTSR_6.11.08_1,int,1.000302608,1.603782164,0.386304507,1.010821152,NA
553TCCAKR_8.16.10_1,int,0.948083146,1.052624307,0.927089255,NA,0.864535877
553TCCAKR_8.16.10_2,int,1.121731067,1.439356257,NA,1.228868778,0.696968166
554PS0160_8.5.08_1,int,0.847914472,NA,0.693843601,0.778044712,1.071855104
554PS0224_6.17.08_1,int,0.692181191,1.076339022,0.260788966,0.739415586,NA
554PS0448_7.7.09_1,int,0.859210143,1.138274173,1.439356257,NA,0
554PS0946_8.23.11_1,int,1.100266051,1.10322977,NA,1.305109146,0.892459236
601PRK002_8.2.12_1,int,1.05451234,NA,1.300066413,1.007475211,0.855995395
601PS0057_9.14.11_1,int,1.189298629,1.615316558,0.846528155,1.106051176,NA
601PS0065_9.1.11_1,int,1.442369412,1.137907351,1.439356257,NA,1.749844629
601RSH002_8.4.10_1,int,1.199171974,1.439356257,NA,1.228868778,0.929290887
601WRN001_8.3.10_1,int,1.024975488,NA,1.331085601,0.893748886,0.850091979
603CON001_7.3.08_1,int,1.444621189,1.749844629,1.139397749,NA,NA
603CON001_8.5.10_1,int,0.859584669,1.139397749,1.439356257,NA,0
603CON001_9.30.08_1,int,0.719678128,1.439356257,NA,NA,0
603DDM002_8.27.08_1,int,0.874922315,NA,1.749844629,NA,0
603MAM003_8.2.10_1,int,1.07079511,1.472901813,0.700093358,1.039390159,NA
603MCG001_8.6.10_1,int,0.97505502,1.046407086,1.254370951,NA,0.624387022
603PNC001_8.7.10_1,int,1.222272741,1.429095878,NA,1.749844629,0.487877716
603PS0024_8.23.10_1,int,0.82699432,NA,1.46070149,0.800168367,0.220113102
603PS0040_8.31.10_1,int,1.249417553,1.745186507,0.963675992,1.039390159,NA
603PS0044_8.30.11_1,int,1.242811803,1.136364649,1.439356257,NA,1.152714502
603PS0044_9.14.11_1,int,0.96874974,1.214326328,NA,0.838136889,0.853786003
603PS0072_9.12.11_1,int,1.048600206,NA,1.381844271,0.923524506,0.840431843
603PS0079_8.1.12_1,int,1.007807894,1.346803162,0.612232479,1.06438804,NA
603PS0108_7.24.12_1,int,0.859498533,1.139139342,1.439356257,NA,0
603PS0108_7.24.12_2,int,1.2405924,1.328698534,NA,1.365967686,1.027110981
603PS0132_7.17.13_1,int,0.777974255,NA,0.778323683,0.569492387,0.986106695
603PS0136_7.17.13_1,int,0.880569635,1.47184792,0.480441162,0.689419824,NA
603PS0137_8.13.13_1,int,0.858490533,1.136115341,1.439356257,NA,0
603PSx109_7.30.12_1,int,1.137612735,1.214547146,NA,1.385161533,0.813129526
603RCK001_7.31.08_1,int,0.874922315,NA,1.749844629,NA,0
603RCK001_8.9.10_1,int,1.132493614,1.342966098,0.8942046,1.160310142,NA
603RCK001_8.9.10_2,int,1.186290989,1.049138957,1.439356257,NA,1.070377752
603RCK001_8.9.10_3,int,1.301279194,1.325905689,NA,1.619600666,0.958331228
603UOW001_8.8.10_1,int,1.055307611,NA,1.352981498,0.906593271,0.906348065
603UOW003_8.25.08_1,int,1.444180413,1.748963077,1.139397749,NA,NA
603UOW009_8.26.08_1,int,0.859555147,1.139309184,1.439356257,NA,0
609PS0053_5.14.08_1,int,0.737694727,0.779289905,NA,1.115613158,0.318181119
620PS0669_8.17.10_1,int,0.984460658,NA,1.524955521,0.743630137,0.684796316
628PS0527_6.3.09_1,int,1.052285614,1.606657708,0.584486939,0.965712194,NA
628PS1019_6.8.11_1,int,1.052756847,0.871987874,0.865263927,NA,1.42101874
628PS1039_6.9.11_1,int,0.998628535,1.108250515,NA,1.074505563,0.813129526
628PS1179_6.6.12_1,int,0.706055533,NA,0.70892933,0.528784861,0.880452406
628PS1307_5.21.13_1,int,0.903416358,1.340161481,0.498250799,0.871836794,NA
631POR001_7.30.10_1,int,0.894761627,0.789564269,0.606922379,NA,1.287798233
631PS0001_7.31.08_1,int,0.719468587,1.438937174,NA,NA,0
631PS0001_8.13.08_1,int,0.874922315,NA,1.749844629,NA,0
631PS0051_8.16.11_1,int,1.442238645,1.745079542,1.139397749,NA,NA
631PS0081_8.28.12_1,int,1.076803115,1.048956497,0.715500711,NA,1.465952139
631PS0087_8.8.12_1,int,1.05768139,1.102887656,NA,1.115613158,0.954543357
632MRK001_7.22.10_1,int,0.941540684,NA,1.150140342,0.875552674,0.798929035
632PS0046_8.16.11_1,int,1.444065748,1.748733748,1.139397749,NA,NA
632PS0110_7.8.13_1,int,1.115678939,0.961565191,0.635626996,NA,1.749844629
632PS0110_8.5.13_1,int,0.715395513,1.430791026,NA,NA,0
632SVR002_7.24.10_1,int,1.013329771,NA,1.273608871,0.860032375,0.906348065
632SVR002_7.24.10_2,int,1.18224991,1.616672539,0.899777172,1.030300021,NA
632SVR002_7.24.10_3,int,1.153914186,1.051090215,1.161878298,NA,1.248774044
633PS0142_6.30.14_1,int,1.024821894,1.106152924,NA,1.263600501,0.704712256
633WCR001_7.27.10_1,int,1.066985642,NA,1.279146496,0.918504198,1.003306231
633WIL001_10.1.09_1,int,1.444621189,1.749844629,1.139397749,NA,NA
633WIL001_10.26.09_1,int,1.350375488,1.131723455,1.254370951,NA,1.665032059
633WIL001_5.18.09_1,int,1.203388031,1.20899905,NA,1.506722565,0.894442479
633WIL001_6.25.09_1,int,1.169474895,NA,1.51172675,0.999715062,0.996982872
633WIL001_8.5.09_1,int,1.151911185,1.604150142,0.799291123,1.052292291,NA
634PS0126_8.28.13_1,int,0.982481319,0.874210397,1.136653029,NA,0.936580533
634SAX002_7.16.10_1,int,0.986804013,0.99529628,NA,1.365967686,0.599148072
634SAX002_7.16.10_2,int,1.160898677,NA,1.550762468,1.022613863,0.909319698
634SAX002_7.16.10_3,int,1.184798,1.341612904,0.931306195,1.281474903,NA
634TAY001_7.19.10_1,int,1.036817723,0.875290203,1.243489462,NA,0.991673506
634TRT005_7.15.10_1,int,1.092851054,1.107809522,NA,1.450924059,0.719819581
634TRU231_7.29.14_1,int,0.874922315,NA,1.749844629,NA,0
634TRU231_7.29.14_2,int,1.443595194,1.747792639,1.139397749,NA,NA
634UTR005_7.20.10_1,int,0.858460696,1.13602583,1.439356257,NA,0
634UTR005_7.20.10_2,int,1.026189672,1.10584798,NA,1.418314542,0.554406495
634UTR005_7.20.10_3,int,0.874922315,NA,1.749844629,NA,0
634WRD001_9.9.13_1,int,1.443233041,1.747068333,1.139397749,NA,NA
635BER001_7.8.10_1,int,0.928014315,0.96458216,1.005042929,NA,0.814417855
635PS0018_7.20.09_1,int,1.077719553,1.109608671,NA,1.445942049,0.677607939
635PS0034_9.8.10_1,int,0.874922315,NA,1.749844629,NA,0
636PS0006_7.21.08_1,int,1.124495889,1.47643521,0.645180309,1.251872149,NA
636PS0010_7.21.09_1,int,1.051524262,1.052201906,0.576091495,NA,1.526279387
636PS0086_9.26.12_1,int,0.716280954,1.432561908,NA,NA,0
637PS0018_8.4.08_1,int,0.989807427,NA,0.966359995,0.9095972,1.093465085
