,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
113PS0100_8.25.09_1,str,0.811135581,1.21496324,0.503163803,0.715279701,NA
113PS0132_9.15.10_1,str,0.745391945,0.612815199,0.664999161,NA,0.958361476
113PS0196_8.1.12_1,str,1.023043523,1.223578393,NA,1.188793712,0.656758464
114CR0903_8.26.13_1,str,0.681038993,NA,0.327572974,0.882683622,0.832860384
114CR0903_9.25.13_1,str,0.833708983,1.0737055,0.425528113,1.001893338,NA
114PS0149_7.10.12_1,str,0.520950681,0.52938387,0,NA,1.033468174
114PS0152_7.7.11_1,str,0.855317991,1.218590136,NA,0.534234309,0.813129526
114PS0152_8.18.11_1,str,0.811088037,NA,0.978796259,0.574015445,0.880452406
114RR1041_10.10.11_1,str,0.816936745,0.941823191,0.53113013,0.977856913,NA
114RR1041_10.25.11_1,str,0.497363004,0.264677123,0.308502687,NA,0.918909202
114RR1041_10.25.11_2,str,0.680888997,0.222164887,NA,1.26818771,0.552314395
114RR1041_8.2.11_1,str,0.642448126,NA,0.523176768,0.563735767,0.840431843
114RR1041_9.7.11_1,str,0.865245107,1.20900736,0.461613831,0.925114131,NA
114RR1310_6.2.11_1,str,0.90441215,0.961588099,0.440435603,NA,1.311212746
114RR1599_10.10.11_1,str,0.870575105,0.76825953,NA,1.111649211,0.731816574
114RR1599_10.25.11_1,str,0.747708457,NA,0.535443447,0.783206898,0.924475027
114RR1599_6.2.11_1,str,0.735708381,1.213121521,0.33718973,0.656813892,NA
114RR1599_6.27.11_1,str,0.871963369,0.789914663,0.488003254,NA,1.33797219
114RR1599_8.2.11_1,str,1.063628087,1.110304263,NA,1.048530983,1.032049014
114RR1599_8.2.11_2,str,0.798332549,NA,0.737843644,0.694159185,0.96299482
114RR1599_9.7.11_1,str,0.604518827,0.809497295,0.2132966,0.790762585,NA
114RR2678_10.11.11_1,str,0.631039386,0.526516688,0.523678991,NA,0.84292248
114RR2678_10.24.11_1,str,0.938534979,0.889767995,NA,1.228868778,0.696968166
114RR2678_6.29.11_1,str,0.81221121,NA,0.659997414,0.591411824,1.185224393
114RR2678_8.1.11_1,str,0.8916342,1.48022893,0.300725729,0.893947942,NA
114RR2678_9.13.11_1,str,0.973581648,0.964552618,0.405990064,NA,1.550202262
114RR2769_6.1.11_1,str,0.918317759,1.216745313,NA,0.677247288,0.860960675
114RR2899_10.11.11_1,str,0.643139786,NA,0.429843344,0.829666574,0.66990944
114RR2899_10.24.11_1,str,0.713647949,0.812969614,0.279889157,1.048085074,NA
114RR2899_6.1.11_1,str,0.839674331,0.791374363,0.286755503,NA,1.440893128
114RR2899_6.29.11_1,str,0.935635025,1.107427175,NA,0.95705529,0.742422611
114RR2899_8.1.11_1,str,0.827818409,NA,0.772740229,0.648100023,1.062614973
114RR2899_9.13.11_1,str,0.636163164,0.942390646,0.204104529,0.761994317,NA
202BUT850_6.4.13_1,str,0.910918914,0.877074817,0.753822475,NA,1.101859451
202PS0134_5.31.11_1,str,0.830784304,0.886421217,NA,1.020478437,0.585453259
202R00087_5.30.12_1,str,0.659351139,NA,0.645843554,0.49177802,0.840431843
202R00284_6.15.12_1,str,1.001614681,1.34980225,0.783204999,0.871836794,NA
202R00908_5.21.13_1,str,0.507545667,0.352018203,0.468183399,NA,0.7024354
203PS0070_7.19.10_1,str,0.964427617,0.779833009,NA,1.454155632,0.659294211
203PS0070_9.7.10_1,str,0.65986636,NA,0.611343521,0.694159185,0.674096374
203R00039_5.14.12_1,str,0.591034739,0.947884832,0.260788966,0.564430418,NA
204ALP040_4.10.11_1,str,0.44482292,0.437972015,0.570729602,NA,0.325767142
204ALP040_6.29.11_1,str,0.322491899,0.335339127,NA,0.436985484,0.195151086
204ALP105_4.10.11_1,str,0.276822851,NA,0.130643052,0.54574633,0.154079171
204ALP151_4.10.11_1,str,0.30188188,0.139461442,0.209106097,0.5570781,NA
204ALP151_6.29.11_1,str,0.372579735,0.614840253,0.19070544,NA,0.312193511
204PS0038_6.19.08_1,str,0.5544365,0.88431954,NA,0.291112245,0.487877716
204PS0094_7.14.10_1,str,0.738125707,NA,0.678314174,0.720349689,0.815713259
204PS0102_6.15.11_1,str,0.799580684,1.076859041,0.503163803,0.818719209,NA
204PS0102_6.15.11_2,str,0.87521049,0.964194264,0.662417971,NA,0.999019235
204PS0102_8.10.11_1,str,0.724800629,0.666045735,NA,1.020478437,0.487877716
204PS0118_6.15.11_1,str,0.741710493,NA,0.700362126,0.611707599,0.913061755
204R00047_6.6.12_1,str,0.635788742,1.076631297,0.429752194,0.400982734,NA
204R00063_6.4.13_1,str,0.941374024,0.875932995,0.699415032,NA,1.248774044
204R00068_5.31.12_1,str,0.410899952,0.445551697,NA,0.36656392,0.420584238
204R00084_5.24.12_1,str,0.392906341,NA,0.400509982,0.435810882,0.342398158
204R00100_5.30.12_1,str,0.502308559,0.405991522,0.629237811,0.471696343,NA
204R00180_5.30.12_1,str,0.73261107,0.879230653,0.47265885,NA,0.845943707
204R00191_5.29.12_1,str,0.842913009,0.776560702,NA,1.055210161,0.696968166
204R00200_5.31.12_1,str,0.374162085,NA,0,0.506169569,0.616316685
204R00232_6.12.12_1,str,1.443968304,1.748538859,1.139397749,NA,NA
204R00232_6.12.12_2,str,0.858509097,1.136171033,1.439356257,NA,0
204R00244_6.12.12_1,str,0.631894239,0.774641969,NA,0.669302123,0.451738626
204R00303_6.14.12_1,str,0.409918575,NA,0.265576517,0.347862524,0.616316685
204R00319_6.7.12_1,str,0.820867257,1.075873809,0.461613831,0.925114131,NA
204R00319_6.7.12_2,str,0.536878853,0.437104258,0.236951767,NA,0.936580533
204R00327_5.7.13_1,str,0.371784541,0.008346697,NA,0.891766756,0.215240169
204R00334_5.8.13_1,str,0.818310488,NA,0.874600534,0.497612431,1.0827185
204R00340_6.11.12_1,str,1.443526377,1.747655005,1.139397749,NA,NA
204R00356_5.30.12_1,str,0.859584669,1.139397749,1.439356257,NA,0
204R00356_6.4.12_1,str,0.320443836,0,NA,0.473453793,0.487877716
204R00367_6.12.12_1,str,0.47936934,NA,0.461843375,0.275904776,0.700359869
204R00383_6.11.12_1,str,0.457621773,0.815480374,0.260788966,0.296595978,NA
204R00391_6.6.12_1,str,0.304675276,0.006962699,0.122949194,NA,0.784113935
204R00436_5.20.13_1,str,0.769358751,1.00177729,NA,0.655795341,0.650503621
204R00447_4.2.13_1,str,0.874922315,NA,1.749844629,NA,0
204R00447_4.22.13_1,str,0.488964603,0.675762446,0.260788966,0.530342398,NA
204R00455_6.13.12_1,str,0.55079523,0.441193955,0.365248027,NA,0.845943707
204R00473_5.9.13_1,str,0.81681594,0.774536851,NA,1.066063824,0.609847145
204R00473_5.9.13_2,str,0.806547561,NA,0.971382333,0.500080837,0.948179515
204R00520_5.28.13_1,str,0.862529556,1.207973359,0.632508067,0.747107242,NA
204R00583_6.13.12_1,str,0.121831614,0,0,NA,0.365494842
204R00596_5.31.12_1,str,0.718165084,1.436330168,NA,NA,0
204R00623_6.3.13_1,str,0.428379016,NA,0.321137356,0.510825659,0.453174033
204R00639_6.19.12_1,str,0.538934301,0.540247835,0.584486939,0.492068131,NA
204R00680_5.28.13_1,str,0.289662704,0.086255755,0.03346793,NA,0.749264426
204R00724_5.21.13_1,str,0.774708997,0.99318564,NA,0.768005525,0.562935826
204R00807_5.21.13_1,str,0.454628478,NA,0.850288198,0,0.513597237
204R00852_5.6.13_1,str,0.182513319,0,0,0.547539958,NA
204R00884_5.20.13_1,str,0.818340516,0.963591964,1.023139318,NA,0.468290267
204R00967_4.25.13_1,str,0.718965157,1.437930315,NA,NA,0
204R01316_5.22.13_1,str,0.874922315,NA,1.749844629,NA,0
204R01471_5.22.13_1,str,0.397048245,0.134325769,0.463544839,0.593274127,NA
205PS0045_6.17.09_1,str,1.057362284,0.782022488,0.640219734,NA,1.749844629
205PS0045_6.17.09_2,str,1.030898058,0.998884761,NA,1.020478437,1.073330975
205PS0074_7.14.10_1,str,0.834492615,NA,0.882415213,0.630553676,0.990508957
205PS0106_6.21.11_1,str,0.510355083,0.676184,0.139601548,0.715279701,NA
205PS0109_6.21.11_1,str,0.70867311,0.441699105,0.362088886,NA,1.322231341
205PS0138_6.1.11_1,str,0.693133859,0.769740713,NA,0.755254367,0.554406495
205PS0157_6.19.12_1,str,0.417709769,NA,0.130643052,0.506169569,0.616316685
205PS0170_6.19.12_1,str,0.146480338,0,0,0.439441013,NA
205PS0173_6.20.12_1,str,0.742402185,0.787748318,0.405990064,NA,1.033468174
205PS0173_6.20.12_2,str,0.778806889,0.876362209,NA,0.874605199,0.585453259
205PS0202_5.22.13_1,str,0.922933487,NA,1.496844383,0.694159185,0.577796892
205PS0202_7.17.13_1,str,0.986534959,1.614467701,0.762851128,0.582286048,NA
205PS0221_5.20.13_1,str,0.726005788,0.621162317,0.500200087,NA,1.05665496
205R00026_5.14.12_1,str,0.812931697,0.882908787,NA,0.926366671,0.629519633
205R00035_5.24.12_1,str,0.649401089,NA,0.765195022,0.4334339,0.749574346
205R00035_5.24.12_2,str,0.808947468,0.938844286,0.629237811,0.858760309,NA
205R00042_5.21.12_1,str,0.721310931,0.446983564,0.551426787,NA,1.165522441
205R00067_6.3.12_1,str,0.572610904,0.895650577,NA,0.248208352,0.573973783
205R00088_6.4.12_1,str,0.706634782,NA,0.484843397,0.768365612,0.866695338
205R00090_5.23.12_1,str,1.444621189,1.749844629,1.139397749,NA,NA
205R00099_5.17.12_1,str,0.703307707,0.700217428,0.606922379,NA,0.802783314
205R00115_6.5.12_1,str,0.654058879,0.552892678,NA,0.721251282,0.688032676
205R00131_6.3.12_1,str,0.343714811,NA,0.268867577,0.386473998,0.375802856
205R00154_5.22.12_1,str,0.450720084,0.816768972,0.295933318,0.239457964,NA
205R00168_6.4.12_1,str,0.750604395,0.78786485,0.362088886,NA,1.101859451
205R00174_4.23.13_1,str,0.653764353,0.447046944,NA,1.038267857,0.475978259
205R00218_5.23.12_1,str,0.810567179,NA,0.916432053,0.790191032,0.725078452
205R00227_6.5.12_1,str,0.480410877,0.806855029,0.107987439,0.526390164,NA
205R00234_5.15.12_1,str,0.830719298,0.962239328,0.715500711,NA,0.814417855
205R00241_5.21.12_1,str,0.634237296,0.32896849,NA,1.038267857,0.535475542
205R00259_6.14.12_1,str,0.565594932,NA,0.337750231,0.642387259,0.716647308
205R00282_5.22.12_1,str,0.711451215,0.946296691,0.348649844,0.83940711,NA
205R00291_6.13.12_1,str,0.420250931,0.18150607,0.286755503,NA,0.79249122
205R00346_6.14.12_1,str,0.719678128,1.439356257,NA,NA,0
205R00346_6.14.12_2,str,0.874922315,NA,1.749844629,NA,0
205R00355_6.13.12_1,str,0.65365695,0.949406362,0.503163803,0.508400685,NA
205R00387_6.6.13_1,str,0.286724321,0.174456881,0.179456334,NA,0.506259748
205R00419_6.11.13_1,str,1.008604971,1.105201711,NA,0.995327879,0.925285323
205R00430_6.5.12_1,str,0.874922315,NA,1.749844629,NA,0
205R00451_6.5.13_1,str,0.470019502,0.546664148,0.193203675,0.670190684,NA
205R00474_5.9.13_1,str,0.81497864,0.785796652,0.514429726,NA,1.14470954
205R00535_6.20.12_1,str,0.420815618,0.22034692,NA,0.635535169,0.406564763
205R00535_6.20.12_2,str,0.405027035,NA,0.358343274,0.471539903,0.385197928
205R00538_5.8.13_1,str,0.948392295,1.482710216,0.637335587,0.725131082,NA
205R00547_6.4.13_1,str,0.7009338,0.785796652,0.655889078,NA,0.66111567
205R00554_5.29.13_1,str,1.04176315,1.322071744,NA,0.990088179,0.813129526
205R00586_6.10.13_1,str,0.982267562,NA,1.096940768,0.756396834,1.093465085
205R00602_6.3.13_1,str,1.114610095,1.616477414,0.787954236,0.939398635,NA
205R00627_6.4.13_1,str,0.859584669,1.139397749,1.439356257,NA,0
205R00666_5.9.13_1,str,0.933500345,1.214193831,NA,0.921019411,0.665287794
205R00686_4.24.13_1,str,0.46922669,NA,0.358343274,0.471539903,0.577796892
205R00707_6.5.13_1,str,0.650038517,0.675971484,0.364154705,0.909989363,NA
205R00707_6.5.13_2,str,0.584059602,0.437601372,0.440435603,NA,0.874141831
205R00714_6.10.13_1,str,1.044286635,1.10562432,NA,1.161646087,0.865589496
205R00739_6.11.13_1,str,0.874922315,NA,1.749844629,NA,0
205R00771_6.6.13_1,str,0.539908705,0.544244615,0.328374257,0.747107242,NA
205R00872_5.27.13_1,str,0.946057534,0.878411674,0.606922379,NA,1.352838548
205R00878_4.24.13_1,str,0.654550055,0.773913999,NA,0.908268254,0.281467913
205R00984_5.27.13_1,str,0.78035925,NA,0.684580434,0.764460011,0.892037307
205R01134_5.20.13_1,str,0.648600042,0.812064604,0.463544839,0.670190684,NA
205R01198_5.20.13_1,str,0.332909485,0,0.264155488,NA,0.734572967
205R01390_5.23.13_1,str,0.528199237,0,NA,1.106286225,0.478311486
205SAR057_5.13.09_1,str,0.904684711,NA,1.381844271,0.49177802,0.840431843
205SAR060_5.13.09_1,str,0.887119938,1.334955159,0.55365856,0.772746094,NA
205SAR070_5.14.09_1,str,1.116981099,0.956584193,0.851755873,NA,1.542603231
205SAR080_5.14.09_1,str,1.196932506,1.432346139,NA,1.142039469,1.016411908
206FCA155_7.31.13_1,str,1.017575387,NA,1.345044235,0.783206898,0.924475027
206HMC030_8.8.11_1,str,0.846470591,1.206881021,0.445759236,0.886771517,NA
206MIL020_8.23.11_1,str,0.909243637,1.04548902,0.745661359,NA,0.936580533
206NAP090_8.25.11_1,str,0.855517613,0.988324841,NA,0.968380852,0.609847145
206NAP150_8.29.11_1,str,0.747176875,NA,0.791106854,0.639480765,0.810943006
206NAP200_8.31.11_1,str,0.59035272,0.800053764,0.562810735,0.408193661,NA
206PS0054_6.15.09_1,str,0.398159095,0.085874823,0.244066586,NA,0.864535877
206PS0073_7.20.10_1,str,0.619878721,0.666265601,NA,0.990088179,0.203282382
206PS0165_7.10.12_1,str,0.787413448,NA,0.805310376,0.427016047,1.129913922
206PS0230_6.5.13_1,str,1.442184532,1.744971316,1.139397749,NA,NA
206R00155_5.16.12_1,str,0.663010233,0.437516506,0.542889004,NA,1.008625189
206R00215_5.23.12_1,str,0.718131339,1.436262678,NA,NA,0
206R00551_4.30.14_1,str,0.328062873,NA,0.074808515,0.484334115,0.425045989
206R00727_5.13.13_1,str,0.5168728,0.535660161,0.121010296,0.893947942,NA
206R00919_5.15.14_1,str,0.700817326,0.871120173,0.379894958,NA,0.851436848
206RED032_8.16.11_1,str,0.887466424,1.100451771,NA,0.952100357,0.609847145
206SAL050_8.9.11_1,str,0.530790525,NA,0.431889857,0.587163871,0.573317846
206SON019_9.14.11_1,str,0.814981283,1.334707477,0.233332442,0.876903932,NA
206SON050_9.12.11_1,str,0.612488162,0.702567042,0.221160338,NA,0.913737105
206SON210_9.7.11_1,str,0.969168879,1.10428893,NA,0.990088179,0.813129526
206TUL030_8.15.11_1,str,0.445694001,NA,0.313456134,0.526596285,0.497029584
207LPC025_5.13.14_1,str,1.010415003,1.749844629,0.660156595,0.621243784,NA
207PS0142_6.1.11_1,str,0.549123199,0.524264278,0.373840893,NA,0.749264426
207PS0150_6.13.12_1,str,0.451120104,0.225230115,NA,0.627742795,0.500387401
207PS0150_6.13.12_2,str,0.411708243,NA,0.288065428,0.347862524,0.599196777
207PS0241_6.3.13_1,str,0.553420685,0.540161718,0.323546736,0.7965536,NA
207R00011_5.22.12_1,str,0.973695982,0.961368094,1.023139318,NA,0.936580533
207R00139_5.17.12_1,str,0.755631596,0.780412434,NA,0.724173422,0.762308931
207R00139_5.17.12_2,str,0.605045006,NA,0.304128936,0.630553676,0.880452406
207R00247_5.22.12_1,str,1.440676681,1.741955613,1.139397749,NA,NA
207R00375_5.1.13_1,str,0.476299324,0.432527882,0.150426381,NA,0.845943707
207R00395_5.14.13_1,str,0.783051996,0.771103018,NA,1.020478437,0.557574532
207R00503_5.2.13_1,str,0.588067422,NA,0.912326572,0.320568206,0.531307487
207R00532_4.29.13_1,str,0.514015623,0.542263226,0.160376534,0.83940711,NA
207R00567_4.30.13_1,str,0.164312374,0,0,NA,0.492937123
207R00567_4.30.13_2,str,0.495231941,0.102031625,NA,0.986554428,0.397109769
207R00631_5.16.13_1,str,0.553873094,NA,0.371800734,0.634162499,0.655656047
207R00631_5.17.13_2,str,1.437712333,1.736026917,1.139397749,NA,NA
207R00788_5.15.13_1,str,0.588732649,0.5226215,0.362088886,NA,0.88148756
207R00843_4.22.14_1,str,0.604402266,0.886049682,NA,0.691087254,0.236069863
207R00843_4.22.14_2,str,0.515102737,NA,0.454483368,0.47450816,0.616316685
304BEP_7.7.11_1,str,0.794279749,1.212978262,0.480441162,0.689419824,NA
304BH9_7.21.11_1,str,0.880998028,0.870565694,0.773409155,NA,0.999019235
304PS0006_6.17.08_1,str,0.974783316,0.993336762,NA,1.213545959,0.717467229
304PS0006_6.4.08_1,str,0.91010397,NA,1.117344013,0.84257204,0.770395856
304PS0006_6.4.08_2,str,0.75565107,1.06676561,0.260788966,0.939398635,NA
304PS0146_6.18.12_1,str,0.631977975,0.52584447,0.32944442,NA,1.040645037
304PS0146_7.11.12_1,str,0.632932934,0.336234014,NA,1.020478437,0.542086351
304PS0274_6.4.14_1,str,0.84972634,NA,1.096940768,0.756396834,0.695841418
304SL9_7.21.11_1,str,0.84476187,1.212402597,0.503163803,0.818719209,NA
304SL9_7.21.11_2,str,0.974471835,0.957547634,0.753822475,NA,1.212045396
304SOU_7.6.11_1,str,0.913220266,1.109335214,NA,1.020478437,0.609847145
304ZAY_7.7.11_1,str,0.818586526,NA,1.243844136,0.248920621,0.96299482
305COR2_7.21.11_1,str,0.893278361,1.352027403,0.888366668,0.439441013,NA
305PS0034_6.17.08_1,str,0.522686108,0.531008139,0.662417971,NA,0.374632213
305PS0057_6.16.09_1,str,0.530279506,0.447982256,NA,0.898917405,0.243938858
305PS0061_6.17.09_1,str,1.010467396,NA,1.397844286,0.829666574,0.803891328
309PS0072_6.23.10_1,str,0.709996056,0.678348578,0.612232479,0.83940711,NA
309PSO_5.22.12_1,str,0.689782461,0.52584447,0.606922379,NA,0.936580533
309SAT_5.23.12_1,str,0.628141605,1.001706422,NA,0.534234309,0.348484083
309SET_5.31.12_1,str,0.858719373,NA,1.045843944,0.726422849,0.803891328
309SET_5.31.12_2,str,1.13105473,1.606494788,0.668714472,1.117954928,NA
312ORB_5.15.13_1,str,0.182607173,0.004894599,0.158688752,NA,0.384238167
402M00002_8.13.15_1,str,0.714079361,1.428158722,NA,NA,0
403BA0047_5.15.08_1,str,0.147173195,NA,0,0.248920621,0.192598964
403BA0068_5.14.08_1,str,0.402076476,1.07926193,0,0.126967499,NA
403M05758_6.29.15_1,str,0.858986576,1.137603471,1.439356257,NA,0
403S01784_6.9.09_1,str,0.668556007,0.997788817,NA,0.736836029,0.271043175
403S03320_6.8.10_1,str,0.874922315,NA,1.749844629,NA,0
403S03832_6.8.09_1,str,0.750364954,1.213025194,0.348649844,0.689419824,NA
403S04868_6.15.11_1,str,0.910979082,1.047550598,0.8339498,NA,0.851436848
403S05247_6.1.10_1,str,0.58620215,0.665856088,NA,0.686185599,0.406564763
403S11084_6.9.10_1,str,0.372318342,NA,0.400509982,0.259914166,0.456530877
403S14156_6.9.09_1,str,0.986257364,1.211094052,0.951124438,0.7965536,NA
403S34646_6.25.13_1,str,0.625909205,0.614392047,0.542889004,NA,0.720446564
403S39062_6.25.13_1,str,0.253078702,0.445279316,NA,0.092194193,0.221762598
404BA0084_6.4.08_1,str,0.402759905,NA,0.175620874,0.347862524,0.684796316
404BA0142_6.18.08_1,str,1.001182184,1.614033371,0.700093358,0.689419824,NA
404BA0376_6.5.08_1,str,0.858128091,1.135028016,1.439356257,NA,0
404BA0376_6.5.08_2,str,0.673958681,0.776153398,NA,0.534234309,0.711488336
404BA0808_6.2.08_1,str,0.43531017,NA,0.321137356,0.440984315,0.543808839
404BA0808_6.3.14_1,str,0.603924005,1.078615849,0.33718973,0.395966437,NA
404M04532_7.14.15_1,str,0.85946037,1.139024853,1.439356257,NA,0
404M07346_7.1.15_1,str,0.719678128,1.439356257,NA,NA,0
404M07349_7.15.15_1,str,0.874922315,NA,1.749844629,NA,0
404S00808_6.22.10_1,str,0.520601846,0.666329164,0.456035362,0.439441013,NA
404S02920_5.12.09_1,str,0.591623846,0.612958033,0.805120921,NA,0.356792584
404S03048_5.13.09_1,str,0.678378581,0.770718448,NA,1.020478437,0.243938858
404S05992_5.12.09_1,str,0.360962972,NA,0,0.720349689,0.362539226
404S08040_5.12.09_1,str,0.711193475,1.338687656,0.480441162,0.314451607,NA
404S08616_5.13.09_1,str,0.717113234,0.878420928,0.773409155,NA,0.499509618
404S08616_5.13.09_2,str,0.74836122,0.880539051,NA,0.921019411,0.443525196
404S11880_6.7.11_1,str,0.874922315,NA,1.749844629,NA,0
404S11880_6.7.11_2,str,1.444621189,1.749844629,1.139397749,NA,NA
404S13160_6.21.10_1,str,0.788583096,0.610976345,0.733048724,NA,1.021724218
404S13416_6.8.11_1,str,0.545243387,0.332022399,NA,0.790152271,0.51355549
404S13672_6.8.11_1,str,0.665103816,NA,0.906510475,0.446804427,0.641996546
404S14952_6.15.11_1,str,0.448061925,0.401545947,0.209106097,0.733533732,NA
404S16232_6.9.11_1,str,0.684014683,0.524320933,0.733048724,NA,0.794674392
404S16516_5.18.09_1,str,0.652398613,0.992961661,NA,0.677247288,0.286986892
404S17016_6.5.13_1,str,0.575900905,NA,0.737843644,0.347862524,0.641996546
404S17664_5.20.09_1,str,0.977694505,1.347684547,0.574577817,1.010821152,NA
404S18250_6.5.13_1,str,0.690783289,0.789028753,0.815030849,NA,0.468290267
404S18666_6.15.11_1,str,0.685343672,0.660779465,NA,1.038267857,0.356983695
404S22464_5.19.09_1,str,0.541533931,NA,0.737843644,0.694159185,0.192598964
404S24066_6.4.13_1,str,0.354133992,0.936783592,0.125618384,0,NA
404S25668_6.23.10_1,str,0.379373583,0.436586806,0.531246572,NA,0.17028737
404S25668_6.23.10_2,str,0.71828457,1.436569139,NA,NA,0
404S26670_6.18.12_1,str,0.370770263,NA,0.535443447,0.268709002,0.308158342
404S26868_6.26.12_1,str,0.498577693,0.945785023,0.190500264,0.359447793,NA
404S27470_6.19.12_1,str,0.508124039,0.350839816,0.236951767,NA,0.936580533
404S28068_6.20.12_1,str,0.391336753,0.335107626,NA,0.610209954,0.228692679
404S28270_6.18.12_1,str,0.42404799,NA,0.559255235,0.440984315,0.27190442
404S31468_6.19.12_1,str,0.549613835,0.536168018,0.544211154,0.568462334,NA
404S33670_6.19.12_1,str,0.286963987,0.611137152,0,NA,0.249754809
404S34120_6.21.12_1,str,0.629039055,0.551362896,NA,1.038267857,0.297486412
404S35270_6.20.12_1,str,0.380622181,NA,0.633153887,0.40245116,0.106261497
404S37670_6.6.13_1,str,0.226164804,0.269512846,0.034051216,0.374930352,NA
404S44210_6.20.13_1,str,0.408444592,0.618372482,0.212611595,NA,0.394349698
404S44532_6.4.13_1,str,0.549590846,0.560503004,NA,0.644744338,0.443525196
404S44642_6.4.13_1,str,0.556262634,NA,0.737843644,0.54574633,0.385197928
405M10598_6.30.15_1,str,1.444621189,1.749844629,1.139397749,NA,NA
405M10599_6.30.15_1,str,0.85924547,1.138380154,1.439356257,NA,0
407M01516_6.24.15_1,str,0.716962129,1.433924258,NA,NA,0
408BA0036_5.5.08_1,str,0.874922315,NA,1.749844629,NA,0
408BA0036_6.2.14_1,str,0.303683244,0.40413384,0.412273239,0.094642652,NA
408BA0036_6.2.14_2,str,0.586583113,0.528417532,0.379894958,NA,0.851436848
408BA0580_5.7.08_1,str,0.078083634,0.003510776,NA,0.108770697,0.121969429
408BA0836_5.7.08_1,str,0.235238621,NA,0.448700505,0.036902257,0.220113102
408BA0836_6.4.14_1,str,1.444193102,1.748988455,1.139397749,NA,NA
408BA0916_5.8.08_1,str,0.518564677,0.354105611,0.488003254,NA,0.713585168
408BH5Axx_6.18.10_1,str,0.478979404,0.667990232,NA,0.487480066,0.281467913
408BH5Bxx_6.18.10_1,str,0.440628014,NA,1.013843912,0.167968155,0.140071974
408BH5Cxx_6.18.10_1,str,0.563606074,0.541952584,0.632508067,0.51635757,NA
408BH6Axx_6.21.10_1,str,0.318964473,0.269412924,0.687480496,NA,0
408BH6Bxx_6.21.10_1,str,0.376674295,0.32961857,NA,0.724173422,0.076230893
408BH6Cxx_6.21.10_1,str,0.376586557,NA,0.523176768,0.419820272,0.186762632
408M03005_6.15.15_1,str,0.403539989,0.945077258,0,0.265542709,NA
408M03015_6.15.15_1,str,0.859421101,1.138907047,1.439356257,NA,0
408M03019_7.14.15_1,str,0.718809473,1.437618946,NA,NA,0
408PS0032_5.21.08_1,str,0.141946179,NA,0.304128936,0.121709603,0
412BH4Cxx_6.18.10_1,str,0.770660156,0.949513798,0.637335587,0.725131082,NA
412BH4Cxx_6.18.10_2,str,0.322414703,0.443550331,0.373840893,NA,0.149852885
412BH4Cxx_6.18.10_3,str,0.424841446,0.668303074,NA,0.46272782,0.143493446
412CE0232_7.16.15_1,str,0.874922315,NA,1.749844629,NA,0
412M08597_7.16.15_1,str,1.444621189,1.749844629,1.139397749,NA,NA
412M08599_9.30.15_1,str,0.859584669,1.139397749,1.439356257,NA,0
412M08602_9.30.15_1,str,0.719024019,1.438048039,NA,NA,0
412PS0020_5.14.08_1,str,0.466524161,NA,0.231843151,0.397333476,0.770395856
412PS0020_5.22.08_1,str,0.298476643,0.81036272,0.08506721,0,NA
412PS0040_5.20.08_1,str,0.547561776,0.438533904,0.715500711,NA,0.488650713
412PS0052_5.20.08_1,str,0.718316446,1.436632891,NA,NA,0
412PS0052_5.20.08_2,str,0.874922315,NA,1.749844629,NA,0
504PS0019_6.30.08_1,str,0.842332748,1.344140137,0.386304507,0.7965536,NA
504PS0238_7.29.09_1,str,0.99491604,0.962564921,0.773409155,NA,1.248774044
504PS0243_6.9.09_1,str,0.718316446,1.436632891,NA,NA,0
504PS0295_7.5.11_1,str,0.74107071,NA,0.76851034,0.707651263,0.747050527
504PS0295_7.5.11_2,str,0.972682205,1.345644768,0.668714472,0.903687376,NA
504PS0371_7.7.10_1,str,0.796515963,0.966100446,0.414822253,NA,1.008625189
504PS0595_6.4.13_1,str,1.310820711,1.439129509,NA,1.432728894,1.06060373
507PS0286_7.13.11_1,str,1.100308257,NA,1.243844136,0.644688233,1.412392402
507RCABRS_10.21.14_1,str,0.974519592,1.347175309,0.55365856,1.022724905,NA
508CR1011_7.16.13_1,str,0.939988176,1.051879752,0.387860832,NA,1.380223943
508PS0618_6.3.13_1,str,1.050440732,1.320416274,NA,1.044006379,0.786899542
509BCCH32_8.13.08_1,str,0.798741234,NA,0.62539909,0.743630137,1.027194474
510CR1007_6.3.13_1,str,0.711121193,0.673480149,0.449062277,1.010821152,NA
511CCC505_6.25.08_1,str,0.552888412,0.615635648,0.32944442,NA,0.713585168
511FC1357_7.28.14_1,str,0.565694939,0.115720519,NA,1.240984495,0.340379802
511PS0081_6.25.08_1,str,0.537284907,NA,0.304128936,0.574015445,0.733710339
511PS0145_6.24.08_1,str,0.323837988,0.134106996,0.029576129,0.807830839,NA
511PS0209_7.8.09_1,str,0.622946798,0.698692249,0.068288693,NA,1.101859451
511PS0401_9.23.10_1,str,0.8514304,1.107182302,NA,1.098624815,0.348484083
511PS0401_9.23.10_2,str,0.592814205,NA,0.361957563,0.800168367,0.616316685
511PS0657_5.19.14_1,str,0.404006338,0,0.372611902,0.83940711,NA
514PS0084_7.8.08_1,str,0.858803994,1.137055725,1.439356257,NA,0
514PS0351_7.16.12_1,str,1.005057573,1.323249827,NA,0.838136889,0.853786003
